,area,count,link,page,pk
0,中正區,1,http://udn.com/news/story/7199/1283073,1,udn00001
1,中正區,2,http://udn.com/news/story/7187/1290064,1,udn00002
2,中正區,3,http://udn.com/news/story/7199/1283069,1,udn00003
3,中正區,4,http://udn.com/news/story/7239/1287644,1,udn00004
4,中正區,5,http://udn.com/news/story/7210/1281408,1,udn00005
5,中正區,6,http://udn.com/news/story/1/1284267,1,udn00006
6,中正區,7,http://udn.com/news/story/2/1283157,1,udn00007
7,中正區,8,http://udn.com/news/story/7192/1278149,1,udn00008
8,中正區,9,http://udn.com/news/story/7328/1278952,1,udn00009
9,中正區,10,http://udn.com/news/story/7266/1278949,1,udn00010
10,中正區,11,http://udn.com/news/story/1/1275914,1,udn00011
11,中正區,12,http://udn.com/news/story/7266/1274252,1,udn00012
12,中正區,13,http://udn.com/news/story/6/1273474,1,udn00013
13,中正區,14,http://udn.com/news/story/2/1273297,1,udn00014
14,中正區,15,http://udn.com/news/story/2/1273226,1,udn00015
15,中正區,16,http://udn.com/news/story/2/1273225,2,udn00016
16,中正區,17,http://udn.com/news/story/2/1273223,2,udn00017
17,中正區,18,http://udn.com/news/story/2/1273004,2,udn00018
18,中正區,19,http://udn.com/news/story/6655/1270657,2,udn00019
19,中正區,20,http://udn.com/news/story/7741/1270406,2,udn00020
20,中正區,21,http://udn.com/news/story/7210/1266639,2,udn00021
21,中正區,22,http://udn.com/news/story/6/1262798,2,udn00022
22,中正區,23,http://udn.com/news/story/6/1262782,2,udn00023
23,中正區,24,http://udn.com/news/story/6/1262724,2,udn00024
24,中正區,25,http://udn.com/news/story/7205/1262049,2,udn00025
25,中正區,26,http://udn.com/news/story/6/1260457,2,udn00026
26,中正區,27,http://udn.com/news/story/7238/1260120,2,udn00027
27,中正區,28,http://udn.com/news/story/7323/1259908,2,udn00028
28,中正區,29,http://udn.com/news/story/7210/1252033,2,udn00029
29,中正區,30,http://udn.com/news/story/2/1256800,2,udn00030
30,中正區,31,http://udn.com/news/story/7188/1250365,3,udn00031
31,中正區,32,http://udn.com/news/story/1/1252625,3,udn00032
32,中正區,33,http://udn.com/news/story/7323/1252119,3,udn00033
33,中正區,34,http://udn.com/news/story/2/1252064,3,udn00034
34,中正區,35,http://udn.com/news/story/7328/1252039,3,udn00035
35,中正區,36,http://udn.com/news/story/3/1250484,3,udn00036
36,中正區,37,http://udn.com/news/story/6/1247236,3,udn00037
37,中正區,38,http://udn.com/news/story/3/1245754,3,udn00038
38,中正區,39,http://udn.com/news/story/8/1242407,3,udn00039
39,中正區,40,http://udn.com/news/story/7205/1236910,3,udn00040
40,中正區,41,http://udn.com/news/story/2/1241168,3,udn00041
41,中正區,42,http://udn.com/news/story/6/1238622,3,udn00042
42,中正區,43,http://udn.com/news/story/6/1236518,3,udn00043
43,中正區,44,http://udn.com/news/story/7186/1224280,3,udn00044
44,中正區,45,http://udn.com/news/story/7205/1225524,3,udn00045
45,中正區,46,http://udn.com/news/story/7323/1233225,4,udn00046
46,中正區,47,http://udn.com/news/story/3/1232737,4,udn00047
47,中正區,48,http://udn.com/news/story/2/1231751,4,udn00048
48,中正區,49,http://udn.com/news/story/1/1228206,4,udn00049
49,中正區,50,http://udn.com/news/story/8678/1223524,4,udn00050
50,中正區,51,http://udn.com/news/story/2/1222253,4,udn00051
51,中正區,52,http://udn.com/news/story/2/1219575,4,udn00052
52,中正區,53,http://udn.com/news/story/7187/1196194,4,udn00053
53,中正區,54,http://udn.com/news/story/8681/1218658,4,udn00054
54,中正區,55,http://udn.com/news/story/3/1217771,4,udn00055
55,中正區,56,http://udn.com/news/story/9/1217619,4,udn00056
56,中正區,57,http://udn.com/news/story/8678/1216333,4,udn00057
57,中正區,58,http://udn.com/news/story/7269/1216307,4,udn00058
58,中正區,59,http://udn.com/news/story/7316/1216306,4,udn00059
59,中正區,60,http://udn.com/news/story/9/1215974,4,udn00060
60,中正區,61,http://udn.com/news/story/9/1215875,5,udn00061
61,中正區,62,http://udn.com/news/story/9/1215820,5,udn00062
62,中正區,63,http://udn.com/news/story/3/1215700,5,udn00063
63,中正區,64,http://udn.com/news/story/2/1215138,5,udn00064
64,中正區,65,http://udn.com/news/story/6/1212054,5,udn00065
65,中正區,66,http://udn.com/news/story/3/1211618,5,udn00066
66,中正區,67,http://udn.com/news/story/2/1211595,5,udn00067
67,中正區,68,http://udn.com/news/story/6655/1211026,5,udn00068
68,中正區,69,http://udn.com/news/story/7323/1210682,5,udn00069
69,中正區,70,http://udn.com/news/story/7186/1179630,5,udn00070
70,中正區,71,http://udn.com/news/story/7193/1204911,5,udn00071
71,中正區,72,http://udn.com/news/story/3/1208013,5,udn00072
72,中正區,73,http://udn.com/news/story/3/1207934,5,udn00073
73,中正區,74,http://udn.com/news/story/7917/1206061,5,udn00074
74,中正區,75,http://udn.com/news/story/3/1202551,5,udn00075
75,中正區,76,http://udn.com/news/story/7316/1201781,6,udn00076
76,中正區,77,http://udn.com/news/story/6/1200950,6,udn00077
77,中正區,78,http://udn.com/news/story/3/1200576,6,udn00078
78,中正區,79,http://udn.com/news/story/7210/1194319,6,udn00079
79,中正區,80,http://udn.com/news/story/9/1196486,6,udn00080
80,中正區,81,http://udn.com/news/story/2/1195230,6,udn00081
81,中正區,82,http://udn.com/news/story/7741/1194336,6,udn00082
82,中正區,83,http://udn.com/news/story/7270/1194185,6,udn00083
83,中正區,84,http://udn.com/news/story/7185/1194166,6,udn00084
84,中正區,85,http://udn.com/news/story/3/1193304,6,udn00085
85,中正區,86,http://udn.com/news/story/7266/1192062,6,udn00086
86,中正區,87,http://udn.com/news/story/7323/1192038,6,udn00087
87,中正區,88,http://udn.com/news/story/6900/1192031,6,udn00088
88,中正區,89,http://udn.com/news/story/3/1190306,6,udn00089
89,中正區,90,http://udn.com/news/story/3/1190192,6,udn00090
90,中正區,91,http://udn.com/news/story/9/1190138,7,udn00091
91,中正區,92,http://udn.com/news/story/9/1190129,7,udn00092
92,中正區,93,http://udn.com/news/story/7186/1184243,7,udn00093
93,中正區,94,http://udn.com/news/story/8504/1185903,7,udn00094
94,中正區,95,http://udn.com/news/story/9/1185588,7,udn00095
95,中正區,96,http://udn.com/news/story/7323/1185049,7,udn00096
96,中正區,97,http://udn.com/news/story/6858/1181116,7,udn00097
97,中正區,98,http://udn.com/news/story/7328/1183407,7,udn00098
98,中正區,99,http://udn.com/news/story/7328/1183402,7,udn00099
99,中正區,100,http://udn.com/news/story/8504/1181798,7,udn00100
100,中正區,101,http://udn.com/news/story/7728/1181606,7,udn00101
101,中正區,102,http://udn.com/news/story/6/1181419,7,udn00102
102,中正區,103,http://udn.com/news/story/9/1180408,7,udn00103
103,中正區,104,http://udn.com/news/story/9/1180405,7,udn00104
104,中正區,105,http://udn.com/news/story/8190/1177929,7,udn00105
105,中正區,106,http://udn.com/news/story/7266/1178334,8,udn00106
106,中正區,107,http://udn.com/news/story/3/1178017,8,udn00107
107,中正區,108,http://udn.com/news/story/7158/1177113,8,udn00108
108,中正區,109,http://udn.com/news/story/6/1176893,8,udn00109
109,中正區,110,http://udn.com/news/story/6/1175807,8,udn00110
110,中正區,111,http://udn.com/news/story/7270/1175005,8,udn00111
111,中正區,112,http://udn.com/news/story/7328/1172501,8,udn00112
112,中正區,113,http://udn.com/news/story/7319/1172493,8,udn00113
113,中正區,114,http://udn.com/news/story/3/1171584,8,udn00114
114,中正區,115,http://udn.com/news/story/7323/1170485,8,udn00115
115,中正區,116,http://udn.com/news/story/7193/1183256,8,udn00116
116,中正區,117,http://udn.com/news/story/7184/1167789,8,udn00117
117,中正區,118,http://udn.com/news/story/3/1168602,8,udn00118
118,中正區,119,http://udn.com/news/story/7193/1164119,8,udn00119
119,中正區,120,http://udn.com/news/story/7318/1165363,8,udn00120
120,中正區,121,http://udn.com/news/story/6/1165334,9,udn00121
121,中正區,122,http://udn.com/news/story/3/1162296,9,udn00122
122,中正區,123,http://udn.com/news/story/6/1158791,9,udn00123
123,中正區,124,http://udn.com/news/story/6/1158685,9,udn00124
124,中正區,125,http://udn.com/news/story/7199/1154126,9,udn00125
125,中正區,126,http://udn.com/news/story/7323/1158170,9,udn00126
126,中正區,127,http://udn.com/news/story/3/1157758,9,udn00127
127,中正區,128,http://udn.com/news/story/1/1157689,9,udn00128
128,中正區,129,http://udn.com/news/story/3/1157582,9,udn00129
129,中正區,130,http://udn.com/news/story/8541/1157538,9,udn00130
130,中正區,131,http://udn.com/news/story/1/1157394,9,udn00131
131,中正區,132,http://udn.com/news/story/3/1157282,9,udn00132
132,中正區,133,http://udn.com/news/story/7323/1155973,9,udn00133
133,中正區,134,http://udn.com/news/story/7014/1155591,9,udn00134
134,中正區,135,http://udn.com/news/story/7002/1149300,9,udn00135
135,中正區,136,http://udn.com/news/story/6/1149011,10,udn00136
136,中正區,137,http://udn.com/news/story/6/1148911,10,udn00137
137,中正區,138,http://udn.com/news/story/7322/1148396,10,udn00138
138,中正區,139,http://udn.com/news/story/9/1147559,10,udn00139
139,中正區,140,http://udn.com/news/story/7002/1146595,10,udn00140
140,中正區,141,http://udn.com/news/story/7322/1145971,10,udn00141
141,中正區,142,http://udn.com/news/story/7328/1145820,10,udn00142
142,中正區,143,http://udn.com/news/story/7328/1142519,10,udn00143
143,中正區,144,http://udn.com/news/story/7741/1138937,10,udn00144
144,中正區,145,http://udn.com/news/story/6/1138141,10,udn00145
145,中正區,146,http://udn.com/news/story/7741/1138025,10,udn00146
146,中正區,147,http://udn.com/news/story/1/1137914,10,udn00147
147,中正區,148,http://udn.com/news/story/7741/1134913,10,udn00148
148,中正區,149,http://udn.com/news/story/8509/1134909,10,udn00149
149,中正區,150,http://udn.com/news/story/7928/1128904,10,udn00150
150,中正區,151,http://udn.com/news/story/4/1128609,11,udn00151
151,中正區,152,http://udn.com/news/story/1/1128267,11,udn00152
152,中正區,153,http://udn.com/news/story/6656/1128145,11,udn00153
153,中正區,154,http://udn.com/news/story/6656/1128144,11,udn00154
154,中正區,155,http://udn.com/news/story/7314/1127700,11,udn00155
155,中正區,156,http://udn.com/news/story/7241/1127498,11,udn00156
156,中正區,157,http://udn.com/news/story/7928/1126652,11,udn00157
157,中正區,158,http://udn.com/news/story/7485/1126114,11,udn00158
158,中正區,159,http://udn.com/news/story/1/1125129,11,udn00159
159,中正區,160,http://udn.com/news/story/1/1124813,11,udn00160
160,中正區,161,http://udn.com/news/story/8471/1122600,11,udn00161
161,中正區,162,http://udn.com/news/story/7199/1100473,11,udn00162
162,中正區,163,http://udn.com/news/story/4/1111935,11,udn00163
163,中正區,164,http://udn.com/news/story/7328/1110801,11,udn00164
164,中正區,165,http://udn.com/news/story/9/1109745,11,udn00165
165,中正區,166,http://udn.com/news/story/8478/1109327,12,udn00166
166,中正區,167,http://udn.com/news/story/7199/1090307,12,udn00167
167,中正區,168,http://udn.com/news/story/1/1107871,12,udn00168
168,中正區,169,http://udn.com/news/story/1/1107869,12,udn00169
169,中正區,170,http://udn.com/news/story/3/1107835,12,udn00170
170,中正區,171,http://udn.com/news/story/2/1107815,12,udn00171
171,中正區,172,http://udn.com/news/story/8471/1105112,12,udn00172
172,中正區,173,http://udn.com/news/story/8363/1103695,12,udn00173
173,中正區,174,http://udn.com/news/story/7169/1099501,12,udn00174
174,中正區,175,http://udn.com/news/story/7485/1097924,12,udn00175
